T_k,H_k,L_k,M_k,P_Kipas_k,P_Pompa_k,T_k+1,H_k+1
28.750531476457397,57.08132083546848,151.41298528464102,0,0,0,28.100593774898442,51.04880120142796
34.43258822711813,58.61981439473752,556.5920340023192,0,1,0,30.982123059553064,51.84927768104759
25.62305869285556,46.039363234673,347.0007247892114,1,1,0,22.96878125049585,40.60715892433635
24.28568129422791,51.85413229792956,149.7573491804966,0,0,0,23.699677455678753,46.445069148196566
33.0289869228419,41.18378598672698,169.05257253073216,0,0,1,31.917181108222792,38.00830413186067
23.35393757779179,54.2663811246048,761.9548296842127,1,0,1,23.183308025387973,51.236256646990704
34.44833809160917,56.2907375187299,709.7011225338215,1,1,1,31.5236004409197,52.21785719812319
20.182317120347246,46.832492083096284,730.2814703112664,1,1,1,17.843004950950633,44.69611411592726
34.548182400614586,68.92086541496542,793.6495818705399,0,0,0,33.2887342942531,61.65948716125181
20.647398679258643,67.28363832811726,206.23654250638847,1,0,0,20.18512614965715,62.145724909893936
33.367146705471065,61.664297063677175,316.5795030230463,1,1,1,30.329500769232954,57.184908834331594
27.915516636294498,56.001598862960876,551.91427244365,0,0,0,27.16560740416747,50.265606653328355
34.894471941789504,66.09907478943055,412.85190489548546,1,1,1,32.080666456870475,61.960115581158504
21.106948471030982,43.91957031470389,363.79215003375015,0,1,1,18.606051690200346,42.01614073612916
28.30781426601981,63.71529382824655,318.35843700169477,0,0,1,27.13426192457475,60.225830410642274
34.53953803428649,43.74462441900545,495.33547395758916,0,0,1,33.25880059624523,39.39286907575259
27.846467662552232,63.82631987648216,481.69507148006153,0,1,0,24.77039429612561,57.927870909317015
29.440979572028937,48.27302704754071,171.09337554818006,0,1,0,26.645410581495653,42.93832446030434
30.436230334769256,66.31271743054566,403.8048781388293,0,1,1,27.326860497996403,62.30682014458083
26.818115971516598,68.32126281476194,465.1038321573874,1,1,1,24.114348016323532,64.81932508893365
29.41337120126095,44.46387908215347,477.71520404854283,1,1,1,26.747172065966115,40.99426908102696
28.764714678846502,53.88026815196181,207.58039468426387,1,0,1,28.030455776378982,50.341131316747266
33.51737015736484,69.42962134488056,606.7035441892151,0,1,1,30.56406323602715,64.18983352827651
20.681695705121868,54.502223079194394,68.89932111580222,1,1,0,18.337389285235645,49.83143487759894
24.214447843883455,65.90642567543635,316.123891657372,0,1,1,21.293841212805585,62.70246433243872
34.25617226114838,57.66194566393959,635.1594864017252,1,0,1,33.02042662072733,52.887201975851
33.35395675836374,51.259897237588056,472.9196907915518,0,0,0,32.181640945083544,44.85756276400149
26.834851291785693,48.57350666577611,245.8718243831452,1,1,0,24.20881921011772,42.652203503180154
29.30198896702305,46.09669273258262,571.2148395072858,0,1,0,26.122553827695135,40.077859816712376
24.16071774471699,62.85394574133092,475.54320811705503,1,0,0,23.931065826669506,57.812691882153324
22.82181739585642,51.596215204690836,647.1827070922903,0,0,0,22.280813298177986,46.11825355181119
26.95547607409973,55.33826386602254,601.2688896423675,1,0,0,26.40346958855416,49.128397707207796
25.30028342039079,54.769764400035456,507.580941527176,0,0,0,24.73991818599688,49.36011845584483
28.754841677763082,57.31837087699394,416.13325648311053,1,1,0,26.21647999888472,51.60362341699271
21.166019554474772,65.96731436873657,149.88659425064256,1,0,0,20.78429019152327,60.400762632871036
34.6159221149925,69.42218030750288,245.99976341403783,1,1,1,31.52924298464426,64.9636553051551
34.79316116719404,52.22752625721451,364.324604687814,0,1,0,31.676200340502422,45.53830141897962
30.47242571029618,64.82556766318909,499.47446525479154,0,0,1,29.50825946825147,60.340444308273185
28.041445495161806,62.93583383964153,435.2808914114786,0,0,1,27.164835385599314,59.710450739946594
24.642914244294914,57.205868543667194,266.1383944696471,0,0,1,23.78379386164983,54.628295800102265
32.20692529560423,68.681414308358,54.848268342282914,0,0,1,31.18777116587488,64.3832115558734
30.27096758830819,46.01423546585208,422.17941642561044,1,1,1,27.444094376422687,42.92900952697821
22.43925409017337,43.277926309288645,264.2194914216823,0,1,1,19.80199338747565,41.38741634187432
33.663907767407636,65.61885900866267,600.9562255329013,1,1,1,30.9977540009953,61.287831041093426
32.33805864384753,53.17449449901245,67.95969895286262,1,0,1,31.422030576283632,49.124862195357586
34.246998699378864,65.40906562621181,488.62085847934316,0,1,0,30.798700375848988,58.07198614100585
30.8857926258254,66.79270615586245,756.105678129549,1,0,1,29.98362091575361,62.81271408606153
29.201227939036848,41.87372780857214,180.80695033362463,0,1,1,26.39031136608815,38.82699673745642
26.273645544359283,66.50394288958182,403.73711806294654,0,0,1,25.49817293774835,63.135564141824105
33.9909272503102,53.449571661082665,118.56649386285363,0,1,1,30.772049280991375,48.62269083873587
32.990958342506126,55.31297467012696,519.2614341960145,1,1,0,30.065046354584084,49.038685593721475
20.678280051592843,58.797775332796306,462.8987604471692,0,0,1,20.21717003514618,56.577144784954925
20.39550461745878,67.7914782019026,355.52414315962426,0,1,0,17.748363658937304,62.6624355962427
25.646950503170743,40.57348283289292,441.0327661053059,0,1,0,22.910452813308595,35.572118117286436
32.158299961727494,54.30530404953451,722.4309938517576,1,0,1,31.240696778319176,50.85284455322953
34.80914193972417,60.631661272916816,197.22072673330027,0,0,1,33.4340359349467,55.35708328565349
22.256253366552922,61.68120873094685,66.92338377901042,1,0,0,21.847817583001525,56.63942564632159
28.911960730282026,60.77597294611324,696.2486635243257,1,0,1,28.21005157679533,56.79566461440557
25.713362849465323,44.03305388224366,482.8378117909299,0,0,1,24.920370231602,41.44512152921867
34.548715967219046,48.98186765115044,717.9938415963818,1,1,0,31.65659853812476,42.258301063756946
32.63178384703563,50.761465762510404,497.7089175598794,1,0,0,31.24693986096958,44.44218682813701
32.574930570667064,64.13311623038516,657.6208174697769,0,1,1,29.325036458471693,59.81444003582899
27.030397396924556,48.36279617243659,372.25502251636095,0,1,1,24.120142030474923,44.77900860590343
26.222292535064977,46.32114891601609,612.3949484662015,0,0,1,25.63693721410298,43.326271600059016
24.101106078960594,68.72344057114289,734.781100167392,1,1,0,21.534050383755247,63.25586013841788
20.845632449763908,40.265898553404064,479.0922227916547,0,1,1,18.327770319990698,38.638353413473965
32.9708356438258,69.93462567045935,185.58886292178465,1,0,0,32.34654840809488,62.63875842033455
32.19351513695116,60.304638965721864,251.59821127264863,1,1,0,29.186894100611514,53.977637043926656
34.99576509929196,64.85407898347351,198.98343267305432,1,0,1,34.10507312820702,60.1132709520163
34.94955255610858,48.8385818903858,235.1427706967997,1,0,0,33.88173415321297,42.12811233364015
28.33147558403941,40.4294583300118,279.8115870132773,1,0,1,27.639206743494054,37.21817963994596
31.534811227707657,62.1360855568459,466.3503400648914,0,1,1,28.337604041229273,58.21779334986646
34.17148594823642,65.02433791002028,490.9937220978746,0,1,0,30.853133054562218,58.265691549955484
32.74471086016117,62.21428395860558,369.8748104313959,1,1,1,30.315762139339085,57.690187427222725
23.710221526147965,44.28550861902516,511.5655848656266,1,1,0,21.451378830651315,39.03929344869841
26.758162029651402,62.60283766770907,111.18119420852445,0,0,0,26.08551460743676,56.79254538610979
21.937391227272425,63.06768346322923,115.84117779361998,0,1,1,19.41432068893428,61.23619620818289
34.31076540888083,59.75621547010165,178.87209526824384,1,0,1,33.154288620176494,55.155519435717444
29.0926195167632,62.98347798386759,438.55812353025857,1,1,1,26.497232236473536,59.97195566247483
23.42964208255194,65.37764319033197,210.49600902373518,0,1,1,20.919099420600443,63.1569710052451
30.075510266087853,58.408123427123755,262.46330261943297,0,1,0,26.943724831677592,52.09944107345762
29.271923606868437,42.65814141909037,350.23462712974555,1,1,0,26.753126426599184,36.724744291818325
25.37244077049261,54.62883429001633,658.8995930077849,0,1,0,22.709469163446087,48.9227719290427
21.703363882994434,42.329480040148155,60.39660193464509,0,0,1,21.39600169556676,40.20692509779623
30.073597933891996,52.22629093097292,537.0341151774668,1,1,0,27.307250585320354,45.648709592501795
27.8046155135569,52.213194673768825,551.657398280514,1,1,0,25.049743090537696,46.37536674806373
31.58477587603459,41.98029532420725,648.9918352674774,1,1,1,28.75129286582698,38.85203711847318
27.8024525166799,50.46461601908438,749.564704295235,0,1,1,25.12766553982045,47.10163030245769
32.7827225047781,43.32994296373945,65.10338671196737,1,0,1,31.6693254974129,39.473718437551234
28.278602581617285,64.24705630027667,165.33777913491213,0,1,0,25.054416095221768,57.609982644748364
28.414069573030794,68.43064077893412,714.6284705419948,1,0,1,27.806775386218998,64.91213615384012
33.14980403987518,42.16949425773816,393.8889216402615,1,1,0,30.225925443965295,35.83297827208752
26.052242993185956,68.65345621875105,473.4429792000976,0,0,0,25.250790027503008,62.79166135332787
22.01022842675961,55.67729798010235,547.2704027923605,0,0,0,21.55151377110701,50.59716964141971
20.431740144700086,48.98697033861622,559.299953371728,1,0,0,20.127267735547253,44.25464253450714
31.327058835104285,42.305862258284904,748.8053024873811,1,0,0,30.279755018709476,36.311256257963755
29.30464327030197,55.018728042112535,797.7120630587523,0,0,1,28.64608334036686,51.51401201024839
30.561196521488355,63.83546633472246,590.1180956982051,1,1,0,27.68355245229812,57.46906909127135
23.194462422633663,61.212594318000946,265.4159069038631,0,0,1,22.375883733200165,58.57366791348224
22.045572133801546,41.50678034391921,709.8143017207577,0,1,0,19.608851529169858,37.106837103099316
20.21816998501823,42.18705506103711,86.9156859055712,1,0,0,19.94958811761109,37.91368669127614
25.258813382098957,52.086198478979114,223.31063965587214,0,0,1,24.486364235188784,49.31351105502974
28.848765302819494,48.8587148214383,723.0392880977862,0,1,0,25.978745556287567,43.40975233878226
25.883660676495985,46.97152969168143,242.1436358295162,0,0,0,25.252015108137684,41.67563055509038
26.562123830355937,48.43013496726141,215.48829471631134,1,0,1,25.983998534860874,45.86870249999992
33.562380417406224,64.10448229890653,153.59396985518543,0,0,1,32.612254197423056,59.970118372833454
25.223832005349507,67.87684160895562,694.3338182351873,1,0,0,24.44227042777181,61.58315425229463
27.709842337397163,52.15308083582699,425.04369439331504,1,1,0,25.238318306070266,46.74499329749667
31.754795191117147,67.1833300639749,556.1699022906162,1,0,0,30.84112629785864,60.51699705643065
25.948141734819053,49.64487103743646,229.29978805627226,0,0,1,25.356575345569297,46.744165925194636
29.331300503418102,54.29310959031375,618.5303157584124,0,1,0,26.386042150071777,48.29195682724163
32.93545563120118,46.780869934479995,620.0041587215738,1,1,1,29.98774704983971,42.801439242523095
34.24280935486463,59.21428126527532,284.4485186812251,1,0,1,33.430095051074645,54.9616828948568
22.20610221393557,69.36943345524426,358.01197475771215,0,0,0,21.72977535531988,63.87356663414612
33.89881437742242,58.104792881301364,207.26770807265063,1,1,1,31.10015777698009,54.240156544682286
27.38174439619307,50.734422523406465,782.4207674921782,1,0,0,26.65820274043846,44.978395979423055
23.873665824484377,59.434523379715856,534.2019327938087,0,1,0,21.107379964716845,53.95000788563215
26.887036343573918,43.68762035396163,750.9079105366367,1,0,1,26.342073600827007,40.50333475063053
34.700488629282155,66.65977240796195,277.53915772184985,0,1,1,31.459275249920534,62.20213640215498
27.389271409893045,55.09251852339509,636.4181847476673,0,1,1,24.632269660714144,51.93840957148076
24.931274154312625,53.48049226118926,624.3939829135566,1,1,1,22.182475261721002,50.787718676921834
29.501012814750887,57.57594365360558,568.7417388999062,0,0,1,28.576111232196364,53.69109729206929
23.602184281672898,58.74351588368207,774.2292314501003,0,0,1,22.878577864423754,55.54796356411402
21.13794992162996,42.15327418679539,345.16650207973663,0,0,0,20.455277333090866,37.72719360556696
21.933195828659738,60.47851663670207,148.03799269231797,1,0,0,21.525163020561312,55.82435948823201
21.920687584366586,47.25795040946589,553.7816444330456,1,1,0,19.59247255547056,42.116782176904614
22.278540402684413,61.41857897519769,596.9823503579046,1,1,1,19.424450616881266,59.325258720359585
22.082407589741152,64.6760438315259,481.295430094111,0,1,1,19.37309377463536,62.155335134055136
29.613121172048217,64.11875522657562,205.1134198500472,0,0,1,28.50109288974886,60.392293074871624
22.728201265987174,56.57502902223668,428.34195625201653,1,0,0,22.47170868408621,51.31503364293013
25.18500924985795,55.605096769322536,284.1423024268471,1,0,0,24.604929784988474,49.699888040629894
33.45182614859018,44.28627884018235,370.5998961250168,0,1,1,30.246967771135097,40.67909789586755
27.109424603943086,63.26038451209406,533.913931883498,1,0,1,26.785294867895125,59.69608122282944
30.013366077815405,48.142281413401435,608.9110570181259,1,0,1,29.461850501896947,44.44348887073982
22.584798068024448,54.900862684538396,224.16851817600735,1,1,1,20.39089887461474,52.712703613610046
22.88433528213006,48.5282227878255,353.994020485215,1,1,0,20.46513765346193,42.960113005747964
20.613029243997183,44.0148508899908,251.8711782437219,1,0,0,20.46383262369077,38.98552014239095
22.53402594608247,58.88673090675209,198.97371039640183,0,1,0,19.872239978710308,53.72345212365226
24.17885508547938,41.629961044687114,637.5404149968788,1,0,1,23.74049834960387,39.25851888967292
22.655157264151203,62.459357023786,731.9395208277443,1,1,0,20.383852202505626,57.35731668807827
21.330538006355834,49.5276038578335,327.67413926343255,0,1,1,18.6744620677749,47.246931531704575
21.809538066509013,40.00404079013456,613.4591932803252,0,1,1,19.44301162885004,38.69164016494802
26.911681520490887,55.3338741771169,722.7464670233084,0,0,1,26.042077923526648,52.12207669787117
23.095005776086886,41.40555725582809,684.5931578976737,0,0,0,22.53300957222149,36.44395939866768
25.46404791572113,48.28508673462699,187.11004140441943,1,0,0,25.20918559182367,42.660681811932115
27.551259062822854,61.20929462367148,767.218911135021,1,1,1,25.128444175867987,57.88959191673095
30.35592242944048,41.880688648655976,332.50733032209683,1,1,0,27.426788442564877,36.07417488088081
20.589682097616485,65.18015477068008,304.43049588037724,1,1,1,18.426932376987143,63.149172776984045
31.99115598363564,40.114597679757495,96.82349545833526,0,1,1,29.01920609362295,36.06684704928493
29.418505842363615,47.40471607605707,414.63024057866227,0,0,1,28.581360003569547,43.97004727667468
21.22638547923308,62.22712168456214,131.76021173069654,1,0,0,20.798071980154234,57.33263251222868
33.10367936160166,49.488104491879206,236.4048656955695,1,0,0,32.14994010796897,43.10890775817973
33.8130860079772,43.056771641980404,287.70696632546105,1,1,1,31.07161544293958,39.12563790528558
20.916169397822955,50.80701756401284,656.619742618763,1,1,0,18.55609687232941,46.21617899391877
24.153164722208054,48.111798591535766,706.6164877969223,0,0,0,23.400552077598004,42.6838987434961
32.09301919689592,65.28135706481665,276.84973809610227,1,1,0,29.524749608476423,59.029148673681426
31.223895355754877,49.400437527554296,694.0235909334305,0,0,0,30.15553070040941,43.426632904533804
22.76781529034566,63.66797415328021,692.9232030273433,0,1,1,20.0204084051533,60.575964040543205
23.140239850050655,66.75616434432204,623.4882127886551,0,1,0,20.351585254018687,61.02747416549298
25.55708154187073,53.014522587295886,160.02133551138616,0,0,1,24.82913536421497,49.806593379237285
27.26784477786532,67.29829431563176,567.7421351755468,1,0,1,26.50448033770047,64.06554270390828
29.27382157295444,51.319541618895784,758.7680484354265,1,1,0,26.573030099722253,44.916659220649464
25.533704593546588,68.92235249470325,561.9053590753679,1,0,1,25.10700394411776,65.61454245551477
26.938020741997217,42.67868573576719,298.71263683087545,1,0,1,26.585992177979506,39.92082022867729
31.21206407200635,60.61057799509729,425.4344880731235,0,1,0,28.25159308046153,54.09670704403046
20.55024804335897,54.81442121370786,534.2937825132902,0,1,1,17.915625873493692,52.71326183764367
23.78655416516031,51.62946416366941,432.92780654637767,0,1,1,21.27398935453685,48.70915094221735
30.70024378826829,58.98135636245803,139.96470629822738,1,0,0,29.920304343222753,52.775148978987794
33.42810256530799,61.11571274902994,284.0480334890155,0,1,0,30.071341983735174,54.09521954151034
27.67516163173499,40.13089808950927,651.7970229152244,0,1,0,24.765597346258417,34.47961998063946
27.981702278979736,45.008592662415964,696.0635345716381,0,1,0,25.2983425452026,39.38248498569248
21.60758017009664,61.391381519029565,152.97502453667767,0,1,0,19.051987169101547,56.35334032959373
26.711185502351817,59.991562407346194,764.2900642990435,1,1,1,24.177504506883693,56.79224733955117
27.98925899682535,68.98142515386031,296.616963386457,0,0,1,27.33537779368951,65.17821975466627
23.637057554520943,62.83113370752349,546.73530404804,0,1,0,20.740501449736733,57.33908757683513
24.038648464240715,68.52318123194014,613.8688594675109,1,1,0,21.443876173920764,62.94757541491635
25.65926244656934,61.07621504604421,658.9596759784125,1,0,1,24.933922353595847,57.5932758081878
20.301067966665897,48.9415662591833,759.3122766694476,1,1,0,18.14191179630461,44.17881484910573
24.831187483747676,43.1609476675257,284.689661021617,0,1,0,22.11460207862756,38.089354555322885
23.17172010494817,63.45471590034806,693.8798409136659,0,0,1,22.74454455479273,60.326632585445275
24.912460282668718,59.32447664427748,148.76517757715527,0,1,1,22.2033585301058,56.74809256446989
21.79643197728877,41.44558037179889,578.7806797651946,0,0,1,21.145986804502435,39.72808794654955
33.35790921109842,50.80151397702935,606.4832971354895,1,1,0,30.490282981475218,43.80825214303597
28.90388680331073,68.70399446452859,558.2924309009903,0,0,1,27.976348575914333,65.40161744465645
30.186534787167346,55.01203437130604,239.23605210136475,0,0,0,28.926443856809755,48.74073898919117
31.837568579110076,52.98187408059114,704.7823602614026,1,1,1,29.45223989680481,49.27215567985992
27.476632983935858,53.73098815477882,176.64384752779625,1,0,0,26.98078198745435,47.78587812845439
21.303804321311354,46.266481720154914,90.22609364062313,1,0,0,21.07011535144917,41.822494885723145
28.056598127278217,51.06121512594386,588.0987429589342,0,1,0,25.24604281855609,45.35332930998785
28.802616770313186,51.0943976796153,406.60678642455025,0,1,1,25.968897578885517,47.507871233496736
31.18159211276495,41.570650605624174,686.8235149690071,0,0,1,30.101429484301335,37.71243817660736
26.47489319344519,63.02702885553755,337.5478557936942,0,1,1,23.556462363336824,59.35716356884725
21.913704541933456,52.49513295711637,176.2089413807846,0,0,0,21.407936917785037,47.614557149613844
24.256638586980866,64.6653966044927,677.3316443524023,1,0,1,23.901663283711542,61.90533430788963
25.446234445979528,65.51044003359686,461.68222373005375,1,1,1,22.85243920881714,62.57858576966183
29.688758619974017,46.359821640959744,191.89684429276616,0,1,0,26.917176030680405,40.34391708676223
28.56167457003368,59.72060446510386,590.2879989398343,0,0,0,27.67759364698044,53.29484225359742
25.341450888467694,54.16845412488945,433.3352288671254,0,1,1,22.683851248384453,51.079244969714374
34.79772873189469,66.40470213764455,503.23473668023985,0,1,1,31.766630428451943,62.20265337679603
29.086622290353308,46.472220375293624,395.67375365493643,0,0,1,28.135574499010364,43.03439405485473
23.558401876039916,60.33439600930133,671.5317378635048,1,0,0,23.228024583285535,55.036973096913755
21.526737089306057,58.23256366758167,672.1720367622873,1,0,1,21.37190432061667,55.51620668576166
22.29288708776498,48.85904432715498,582.0416163682896,1,0,0,21.869513570806724,44.038905291084845
23.68936592576762,44.09802710953518,129.05103304734672,0,0,0,23.01300537890614,38.925356309975605
22.410220598893336,59.549192814318296,679.1403964280516,0,0,1,21.808541856946338,57.31068968233066
22.798505360769585,62.15792374396992,553.2597353996823,1,1,1,20.315171309978595,59.727056776837124
24.276427530407705,49.4688203129005,572.7681245032246,1,0,0,24.210251672188402,44.089267993108855
22.60060392942132,59.34497812066941,322.2371303029037,0,1,0,19.759479716426394,54.129988760638525
33.451481369396376,51.8539272283451,709.459667117755,1,1,1,30.384191715373483,47.63379160635655
21.203506184924635,61.396206498478534,594.028700176143,1,0,1,21.14046486203394,58.561926481806765
27.86767084355382,45.97645824682159,134.44284989689584,0,1,1,25.08127723899561,42.61954572648792
26.155952404844925,66.70645007908523,355.833525804622,1,0,0,25.49426006198056,60.908393415093045
34.735679253629094,48.622287893967396,714.7852714701063,1,1,0,31.88998864321289,41.93706809751256
21.680583532520785,51.033579632684585,85.39752627303425,1,0,1,21.616731922644345,48.805384881230566
25.967833985686124,41.74275856241049,771.0624647315371,0,0,0,25.16490282776227,36.322208377121775
34.54205649913053,43.34536636963829,559.3719262396721,1,0,0,34.00477710918519,36.97707054909224
32.982606888409705,55.475857081369846,523.5319832325324,1,0,1,31.874867272359012,51.43801147784927
32.2560810642392,48.027780301839144,252.91944236599355,1,1,0,29.547350529106104,41.83978868459526
23.8685424056741,65.06440677226583,236.5938415543828,0,1,1,21.350094535823544,61.65070473630863
22.563313810850985,40.44080165964861,756.5436646164466,0,1,1,20.068849705549223,37.07076847934248
30.029648298866466,51.372821460158086,273.70434067559205,1,1,0,27.297512524926294,45.32605419447638
33.94063983691379,50.12036640307278,631.6289725392495,0,1,0,30.700041622766424,42.999433403357806
28.351443395208946,40.579828927528034,344.8413486553094,1,0,1,27.800493001111587,37.451780328882215
28.574190342048496,43.73105197001531,154.44055308852796,0,0,0,27.76784399794388,37.87967326700034
24.199686404904263,52.40928024755906,58.03647327151921,0,0,1,23.5800731001014,50.207361862596905
31.542393997879053,54.7859375334234,458.1930027614381,1,0,0,30.921282981604108,48.478858648956155
22.80565622836285,52.12869241764607,781.8341139116995,1,0,0,22.312542923384697,47.115027843078316
24.855188546063655,55.928130352362814,326.85214535690335,1,1,0,22.378263471891927,50.73238680979611
26.38154657924625,57.853950247170445,317.89425049478365,0,0,1,25.421466860465372,54.85018853139181
27.614155680266826,40.29771463383507,308.0687133870816,1,0,0,26.975530979840563,34.612333891221816
23.636145986226204,53.92285478360512,440.4078779786438,0,1,1,21.106621820687035,51.62041856907546
21.722552371088053,68.90497722662765,380.49866256822014,0,1,1,19.152622340642434,65.9355697880654
29.159300636624486,55.57096840388646,709.9359700452609,1,0,1,28.892364479265726,52.18262809657512
24.329458298603836,60.32626802376859,429.1405937926177,0,0,0,23.6419963387521,54.40605298026175
28.718573321339186,49.35591573750649,430.8183786414266,1,1,1,26.091598437359185,46.12219458181028
22.315440729113035,63.21974134458287,153.77869604041746,0,0,1,21.715596130573417,60.66592730085613
27.217101527822262,63.18764445628345,787.0546556827894,1,0,0,26.560575147502156,57.74426282655884
27.98884148827379,55.63888142962417,237.47966815162226,0,0,1,27.080723922003457,51.85828540975809
20.777353052336405,69.2804146983764,105.023050594702,0,1,1,18.40765360378633,66.59793729380226
25.049064172908807,43.7665064428796,547.3596867314066,1,0,0,24.61370656448253,38.78062141605793
22.016220154084614,40.50842994668743,496.5247776176545,0,0,1,21.296390186897863,38.49642350156018
20.950624557091515,63.10474635271288,361.3592404945593,1,1,0,18.564330636165145,58.15414925749615
34.84940348584918,64.21466612094648,366.6441754105085,0,1,1,31.53940302780684,59.416121564762605
24.835307674620843,43.606216873617285,638.7979407848234,0,1,1,22.104621806051433,40.83155088052438
32.148116687819524,47.96748498875818,196.7844800747368,0,0,0,31.219748833749986,41.95943008827706
23.819609821456456,40.52657090099887,665.1899892086673,1,1,1,21.22755603417867,38.12764525163424
30.22254083335894,48.79925832341694,536.5603354212636,1,0,1,29.46343985000768,45.402499940788104
31.403417898345296,63.194256217560145,364.2273303346433,1,1,1,28.654893506343292,59.1853019098242
28.934581109117666,55.53881583137737,393.52146243790145,1,0,0,28.012796188517367,49.13292669380724
27.073642828252375,50.44286779504864,242.48540538957184,1,1,0,24.394920944394794,45.05310714273231
26.177613712209027,51.15217884718991,614.0857495227311,0,0,0,25.266749745638144,45.7534629287745
25.23302399814493,40.04060877146404,434.65605672895083,0,0,0,24.351977242160107,35.54653404752318
33.94293716371739,48.994015826957074,290.64090706238267,1,1,0,31.074573737284762,42.018020521965155
32.45929111681593,59.393762249137914,497.0375868207127,0,1,1,29.312242619549863,55.58376521299291
34.47540365999769,69.22583331449071,796.8008390384923,0,0,0,33.16834056160765,61.67654290939015
21.864458352283172,65.41182480951699,376.4467097424154,0,1,0,19.335429828651908,60.271123530786085
30.963012128054665,40.707848939365874,740.5185505839646,0,0,0,30.173322729298867,34.9421921180893
34.07510685231557,66.95681814024518,308.7626299434246,1,1,1,31.417239987211055,61.884775214763984
22.718495992484904,63.49595239895878,91.04953019373941,0,1,1,19.794155427051308,60.75677920983439
20.997444010501663,63.411283707129414,203.18157977632166,1,0,0,20.83413263755185,58.22447851119879
31.116809739350884,53.73987277010714,364.02135749576314,1,1,1,28.334265758873762,49.78696666431383
28.617096697698678,51.94015878863509,214.72619644592675,0,1,1,25.709515164243545,48.7243549038854
32.62743165137408,49.08747186499578,50.170278663691654,1,0,1,31.736317613773995,45.54781339191653
22.096585649394342,41.97084576863097,736.2511533106455,0,0,1,21.509394661407704,39.776957391280455
31.929009677898353,46.847060904810974,682.9095584231968,0,1,0,28.855270303414237,40.582414163298004
23.024409800716167,47.39810904934074,606.7191736152104,0,0,0,22.286346547078022,42.43077802416427
22.454839142985566,54.52231209130605,175.86094673452146,1,1,1,19.99764205366251,52.064181029939014
22.463986968964896,62.42333219790082,140.27268215748956,1,1,1,20.073483268123727,59.47846471728443
32.21862080347073,54.2142948519384,100.70356210428736,1,0,1,31.44282865296571,50.62974921489589
29.977958310443,41.73533348341482,593.0218915796909,0,0,1,29.06890984617349,38.49249167762772
27.84598137153679,68.73369402964612,746.605970515914,0,0,0,27.081684649560973,62.700587390323456
25.382457261852537,68.28172957282337,372.90186568477776,0,0,1,24.53920589529987,64.86677350338134
33.158008112196626,63.55568629445225,139.35550399703612,1,0,0,32.3426843916822,56.573105232336935
25.88667661133953,69.73983704692662,434.29461554907994,0,0,1,25.23671816956555,66.40919855497394
32.24899159207366,56.33446998400789,311.6239305939726,0,1,0,29.311381246741593,49.310194437482025
26.587023628553276,68.88305050759618,331.11869326249825,1,1,1,24.048847519005882,65.01092565560197
25.65416644137361,42.268151218502524,515.9979681167804,1,0,0,25.13831836056399,36.794438848734856
26.940196785044098,50.97042244784114,589.0385849466518,1,1,0,24.42185558086735,45.46674071106042
24.520668112462133,46.761438040202975,132.95269915487063,0,1,0,21.62217858590441,41.35216784555062
31.214140702643768,45.8749925240281,76.69267310485729,0,1,1,28.124392240856253,41.96973000887376
27.540805851387187,44.22408846678028,795.7477270142862,0,1,0,24.775453518588794,38.36408012376529
23.48319042720226,58.672409246979896,224.54626168666388,1,0,1,23.205322975258703,55.83987977101636
33.49361859911853,63.43965567241915,90.37289368134431,1,1,0,30.578397528508013,56.440662080256956
25.758368320598173,57.34895198261082,192.40649682193998,1,1,0,23.303107634731337,52.38787413053085
28.15329291670983,44.40888128764629,79.21838476134816,1,0,1,27.421930719830737,41.61409591293309
33.597081664468206,64.33371309800413,343.8581709628788,0,0,0,32.52275140347855,57.71490882005832
29.36356993870988,59.078641214911855,651.8013383384932,0,0,1,28.383718226353913,55.84310700908915
21.75347061062546,51.644971183809865,305.93333731829046,0,0,1,21.124404362339767,49.04940490773963
34.09748185420213,60.223908866081885,383.1375551587749,0,1,1,30.838349186078016,55.53809902613376
29.415620796071266,47.79714937728499,556.6900801755792,0,0,1,28.435405676232723,44.09680218286838
25.023584219856293,50.355766254826314,431.67055255241013,0,1,0,22.205223362123682,45.39546513675269
22.08908108995081,67.52457529395971,696.0842645159931,0,1,0,19.583348490853652,62.09656408792316
31.91037783905444,48.71513517014261,699.5267562843173,0,0,1,30.75556641489929,44.5788689362098
29.301091338927705,54.099648044738096,57.43302161836523,1,0,0,28.87498138638543,47.89319252293823
28.001916379644825,66.70423412188043,633.5347298623993,1,0,0,27.62160213618479,60.49828032298172
33.40838874576436,61.23164050802582,395.5502001812554,0,0,1,32.10423778499796,57.07627336810902
31.82895816836796,41.866096784941085,791.6304059777473,1,0,0,31.047965900363955,35.72971643020068
22.275123195991267,44.41909132836911,412.42405690657637,0,0,1,21.563768542991273,41.940986853240986
24.675831016933223,40.23524772315751,790.1719590412231,0,1,0,21.89304233160827,35.334865033908486
23.727337097216985,58.92765370687491,615.9270209043025,1,1,0,21.641334362502857,53.39824200802981
31.159194388590155,53.43020276231255,236.45366345997974,0,1,1,28.055098956593277,49.64083664776626
20.50298652103669,44.028245527068265,453.7962344652183,0,1,0,18.031871100546468,39.6782648595224
28.54834527306975,68.73802363170311,794.101729608937,0,0,0,27.7021262035175,62.288464946925295
